school_number,percentage_alg_proficient,percentage_lit_proficient,percentage_bio_proficient,year
3883,35.1,67.5,41.8,2022
3883,54.4,64.5,30.6,2016
3883,,46.2,35.8,2019
3877,68.6,77.8,52.8,2017
3877,,,,2021
3877,22.7,46.9,22.2,2022
3877,46.2,67.9,50,2016
3877,50.9,47.1,45.8,2019
3877,49.3,85,55,2018
3875,72.5,50,19.2,2018
3875,47.1,64.1,29.7,2017
3875,38.5,,,2021
3875,40,70.1,31.6,2022
3875,68.8,58.5,35,2016
3875,45.5,70.9,54.8,2019
3869,70.4,78.6,42.9,2018
3869,54.3,65.9,53.7,2019
3869,72.7,,,2021
3869,10.5,,,2022
3869,54.2,75,48.3,2017
3869,23.1,73.4,42.9,2016
3861,1.9,41.2,18.8,2018
3861,23.7,34.1,18.5,2017
3861,22.1,,42.5,2021
3861,6.9,32.7,3.3,2022
3861,17.6,75.2,33.8,2016
3861,7,18.7,22.6,2019
3860,,20.3,12.7,2018
3860,19.4,38.5,13.8,2017
3860,0,,32.4,2021
3860,0,44.2,8.6,2022
3860,9.3,32.9,4.8,2016
3860,0,19.6,10.1,2019
3859,9.4,12.1,4.3,2018
3859,13.8,18.5,1.3,2017
3859,6,,47.5,2021
3859,,,0,2022
3859,55.9,18.8,6.9,2016
3859,4.8,68.1,4,2019
3857,16.3,17.9,6.3,2018
3857,2.4,14,3.2,2017
3857,0,,23.6,2021
3857,,19.4,,2022
3857,39.4,27.5,2.2,2016
3857,9.3,43.9,2.4,2019
3855,9.3,47.1,25.6,2018
3855,26.5,41.4,25.5,2017
3855,17.1,,4.2,2021
3855,29.7,18.9,,2022
3855,41,54.7,31.1,2016
3855,11.1,29.5,28.4,2019
3851,33.8,13.8,14.1,2018
3851,1.6,16.1,5.5,2017
3851,5.8,,,2021
3851,,82.3,,2022
3851,12.1,21.3,6.7,2016
3851,14.7,19.6,20.3,2019
3850,7.9,18.8,2.5,2018
3850,8.9,15.6,5.4,2017
3850,4,,,2021
3850,5.9,24.3,12,2022
3850,16.9,19.5,2.8,2016
3850,9.1,25,3.8,2019
3849,9.8,18.3,7.3,2018
3849,0.8,,0,2021
3849,0,10.1,2,2022
3849,9.7,21.3,6.3,2017
3849,10.1,25,4.7,2016
3849,48.2,18.1,8.7,2019
3848,43.9,71.2,34.7,2018
3848,32.6,82.1,41.9,2017
3848,32.3,13.2,,2021
3848,25.5,19.1,5.7,2022
3848,56,71.6,45.2,2016
3848,6.6,76.2,37,2019
3847,13.3,14.7,3,2018
3847,6.4,14,5.6,2017
3847,57.9,13.1,2.4,2016
3847,2.2,,,2021
3847,,19,,2022
3847,56.3,71,2,2019
3845,12.3,22.3,9.9,2018
3845,6,,15.1,2021
3845,17.3,66.7,5.4,2022
3845,13.1,27.6,11,2017
3845,63.6,40.8,15.9,2016
3845,2.2,47.1,17.1,2019
3844,24.6,18.8,5.5,2018
3844,6.8,8.5,6,2017
3844,2.3,,28,2021
3844,5.3,35.1,9.7,2022
3844,28.6,44,9.9,2016
3844,39.5,23.8,3.7,2019
3843,67.5,87.7,68.3,2018
3843,53.2,86.1,57.1,2017
3843,28.5,,22.2,2021
3843,40.6,20,4.1,2022
3843,59.2,82.9,59,2016
3843,16.4,72.3,67.1,2019
3842,13.6,19.2,4.1,2018
3842,12.8,24.8,1.8,2017
3842,2.9,,16.2,2021
3842,,78,15.7,2022
3842,21.1,44.3,8.6,2016
3842,14.6,37,2.3,2019
3841,7.3,21,6.2,2018
3841,5.1,13.5,9.6,2017
3841,1,38.5,,2021
3841,0,81.6,4.4,2022
3841,58.6,25.7,13.9,2016
3841,44.3,64.3,6,2019
3818,18.8,15,15.7,2018
3818,12.1,16.5,11.1,2017
3818,15.3,,,2021
3818,13.3,35.7,3.6,2022
3818,60.6,16.4,14.2,2016
3818,7.5,53,19.5,2019
3816,8.9,29.9,5,2018
3816,6.8,23.2,5.1,2017
3816,6.8,,,2021
3816,5.3,59.5,12,2022
3816,13.1,32.8,6,2016
3816,2.2,23.2,10.2,2019
3808,19.3,53.6,11.8,2018
3808,15.8,,,2021
3808,17.3,62.7,,2022
3808,10.4,66,13.1,2017
3808,20.7,61.1,17.6,2016
3808,15.9,12.7,20.5,2019
3728,,,,2021
3728,15.7,,,2016
3728,7.7,43.4,,2019
3728,32.7,,,2018
3596,43.7,71.7,38.4,2017
3596,35.9,,35.3,2021
3596,29.7,51.1,21.4,2022
3596,67.8,68.7,40.5,2016
3596,37,62.3,42.6,2019
3596,5.3,68.5,42,2018
3589,42.5,61.3,38.7,2018
3589,53.8,73.1,38.7,2017
3589,48.9,,32.4,2021
3589,32.9,54,2.9,2022
3589,47.5,79.1,58.3,2016
3589,56.6,56.4,28,2019
3569,47.4,54.9,33.3,2018
3569,48.5,57.6,36.8,2017
3569,32.6,,,2021
3569,16.7,60.9,50,2022
3569,61.4,67.3,58.1,2016
3569,50,67.6,40.5,2019
3541,54.1,70.6,39.2,2019
3541,60.3,60.6,36.7,2018
3541,48.9,54.8,32.3,2017
3541,50.8,,38.2,2021
3541,48.2,71.1,26.5,2022
3541,49.5,71.1,39.1,2016
3532,60.3,79.6,56,2016
3532,42.2,60.4,54.8,2019
3532,48.9,76.3,53.2,2018
3532,55.1,73.3,48.9,2017
3532,39.2,,47.6,2021
3532,11.8,69.7,33.1,2022
3522,58.4,68.1,48.5,2017
3522,34.7,55.2,28.1,2021
3522,35.5,49.5,24.1,2022
3522,42.9,72.9,50.7,2016
3522,50.9,63.1,46.2,2019
3522,62,63.4,46,2018
3505,38.7,69.9,45,2018
3505,59.7,75.1,41.8,2017
3505,37.6,33.3,,2021
3505,43.6,52.6,29.4,2022
3505,60,76.7,48,2016
3505,49.3,64.6,42.5,2019
3495,,68.4,35.2,2018
3495,50.9,69.9,46.1,2017
3495,46.7,,19.6,2021
3495,38.5,36.4,27.4,2022
3495,67.5,76.7,39.1,2016
3495,38.5,72.8,41.7,2019
3482,57,65,40.1,2018
3482,45.3,63.6,40.6,2017
3482,35.7,,9.1,2021
3482,37.5,65.2,,2022
3482,,,36.8,2016
3482,0,23.1,35,2019
3465,27.7,55.6,25.3,2017
3465,23.1,,,2021
3465,28,61.2,28.5,2022
3465,43.8,59.7,31.7,2016
3465,22.2,55.6,32.7,2018
3465,48.9,48.4,30.5,2019
3434,39.9,66.2,43.1,2019
3434,40.9,72.4,41.9,2018
3434,47.1,78.6,49.6,2016
3434,58.6,72.2,42,2017
3434,38.3,,19.5,2021
3434,23.1,,14.8,2022
3425,46.2,63.8,41.7,2016
3425,,54.3,38.2,2019
3425,38.5,66.9,28.6,2017
3425,43,,5.6,2021
3425,38.9,62.7,18.6,2022
3425,61.7,64.1,29.7,2018
3401,40.6,71.6,43,2018
3401,58.8,79.5,41.4,2017
3401,32.6,55.7,66,2021
3401,20.3,60,30.8,2022
3401,43.3,75,44.8,2016
3401,40.6,55.6,32.8,2019
3395,52.4,57.8,37,2018
3395,43.8,67.9,33.2,2017
3395,35.4,,38.6,2021
3395,22.2,56.7,16.1,2022
3395,48.8,70.7,39,2016
3395,42.9,72.6,35.9,2019
3376,54.1,68.2,34.1,2017
3376,33.9,43.1,61.8,2021
3376,15.9,42.6,27.3,2022
3376,,70.6,35,2018
3376,50.6,80.9,48.7,2016
3376,45.1,71.2,37.9,2019
3367,31.4,72.6,31.5,2018
3367,55.8,63.5,34.4,2016
3367,46.1,66.9,30.1,2019
3367,32,,0,2021
3367,23.2,62.3,37.5,2022
3367,40.5,71.4,31.2,2017
3354,51.4,79.3,38.3,2018
3354,45.5,70,31.8,2017
3354,47.9,,44.7,2021
3354,28.3,62.9,40.5,2022
3354,32.8,45.1,37.7,2016
3354,26.1,54.5,38.4,2019
3348,51.6,56.3,36.1,2018
3348,27.1,48.5,28.1,2017
3348,31.7,23.3,39.7,2021
3348,15.7,65,12.5,2022
3348,50.8,72.9,33.8,2016
3348,40.6,58.7,35.3,2019
3338,26.6,62.9,38.4,2018
3338,49.4,67.9,40.2,2017
3338,40,6.3,41.9,2021
3338,23.5,65.7,42.1,2022
3338,51,69.4,41.9,2016
3338,59.1,66.5,36.5,2019
3333,30,,42.4,2021
3333,40.4,60.5,,2022
3333,39.4,71.2,32.6,2017
3333,,71,29.9,2018
3333,37.5,68.7,30.4,2016
3333,32.4,54.2,34.4,2019
3328,47.2,73.3,39.6,2018
3328,57.9,73.3,33.3,2017
3328,49.8,,,2021
3328,39.3,61.1,21.9,2022
3328,29.1,61.9,40.8,2019
3328,33.6,65,43.5,2016
3321,49,,,2018
3305,49.6,72.7,27.6,2017
3305,38.8,,7.5,2021
3305,27.4,47,32.1,2022
3305,37.8,76.5,28.2,2016
3305,46.2,69.4,30.7,2019
3305,,70.6,33.4,2018
3296,45.7,63,20.3,2018
3296,41.9,69.8,35.3,2019
3296,61,82.9,33.8,2016
3296,40.5,74.2,23.8,2017
3296,33.9,,28.3,2021
3296,32,66.8,38.1,2022
3295,50.9,67.2,27.2,2018
3295,44.8,73.2,23.5,2017
3295,40.3,35.1,,2021
3295,34.5,51.7,40.2,2022
3295,49.1,70.8,23.5,2016
3295,36.7,65.8,29.7,2019
3272,53.8,58.4,32.7,2018
3272,42.7,60.2,36,2017
3272,26.2,,27,2021
3272,22,46.6,,2022
3272,,,38.3,2016
3272,,,38.4,2019
3260,34.7,60.9,36,2018
3260,37.9,62.6,33.2,2017
3260,28.4,,39.3,2021
3260,39.1,,27.4,2022
3260,36.2,35.7,35.8,2019
3260,51.1,73.4,30.5,2016
3247,51.8,68.5,38.1,2017
3247,42.9,,36.7,2021
3247,36.7,67.4,38.4,2022
3247,,,38.2,2016
3247,46.2,60.8,36.2,2019
3247,24.5,59.7,36.5,2018
3241,56.2,71,43.4,2016
3241,45.7,62.7,38.4,2019
3241,38.9,69.8,34.1,2018
3241,49.5,74.3,38.7,2017
3241,30.9,30.8,18,2021
3241,44.8,51.9,27.9,2022
3224,54.1,70.9,45.1,2017
3224,41.6,,36.5,2021
3224,14.9,47.6,41.7,2022
3224,41.8,61.3,47.9,2016
3224,37.6,49.2,43.9,2019
3224,44.1,72.3,47.3,2018
3216,33.6,69,46.6,2018
3216,46,63.9,39.7,2017
3216,46.8,,27.8,2021
3216,24.2,58.6,,2022
3216,50.4,70.6,44.7,2016
3216,41.4,63.9,45.2,2019
3210,38.7,72.4,46.1,2018
3210,51.3,80.9,49.5,2017
3210,40.1,,32.4,2021
3210,19.3,66.2,44.4,2022
3210,,,44.4,2016
3210,40,85.7,41.9,2019
3165,45.9,71.4,53.6,2018
3165,49.1,85.2,49.5,2017
3165,44.1,,,2021
3165,35.3,42.3,,2022
3165,9.1,,46.3,2019
3165,72.1,80.5,49.3,2016
3158,42.9,70.8,54.8,2018
3158,68.4,74.7,55,2017
3158,48.5,,27.1,2021
3158,70,61.9,,2022
3158,63.4,78.7,58,2016
3158,46.5,64.7,43.7,2019
3155,64.4,66.7,49.3,2018
3155,44.4,80,44,2017
3155,6.4,12.2,42.4,2019
3155,6.7,10,51.6,2016
3150,48.6,69,46.8,2018
3150,40.8,77.1,49,2017
3150,37,,27.5,2021
3150,7.6,,,2022
3150,53.8,64.3,49.7,2016
3150,41.9,57.4,54.6,2019
3145,54.2,63.4,40.7,2018
3145,40,69.6,35.8,2017
3145,39.1,,29,2021
3145,28.6,31,38.9,2022
3145,0,8.3,35.2,2019
3145,0,7.1,31.4,2016
3137,53.4,76.7,56.7,2017
3137,45.2,,,2021
3137,34.4,54.3,5.3,2022
3137,0,69.2,48.6,2018
3137,31.3,37,45.5,2016
3137,21.6,27,47.2,2019
3124,55.7,70.5,42.6,2018
3124,47.8,78,46.2,2017
3124,27.5,,22.9,2021
3124,,78,22.5,2022
3124,46.5,51.5,56.2,2016
3124,35.8,52.2,49.3,2019
3117,49,60.8,51,2017
3117,36.4,,30.1,2021
3117,30,51.4,24.8,2022
3117,,63.8,54.9,2019
3117,,,37.5,2016
3117,51.5,63.2,56.5,2018
3111,,61.5,52.5,2018
3111,46.8,68.3,42.9,2017
3111,52.3,1.9,27.9,2021
3111,20.9,60,12.9,2022
3111,62.8,62.2,63.3,2016
3111,44.2,63.9,44.9,2019
3107,64.1,64.7,49,2018
3107,45,72.1,58.1,2017
3107,33.3,17.6,23.5,2021
3107,28.1,46.6,,2022
3107,65.9,62.9,57.8,2016
3107,45.8,71.1,50,2019
3092,58.8,,,2018
3056,47.8,87.7,64.2,2018
3056,56.6,80.7,53,2017
3056,41.6,0,17.6,2021
3056,6.7,,28,2022
3056,52.6,82.1,63.4,2016
3056,35.8,64.6,60.5,2019
3048,61.7,71.2,41.5,2018
3048,50,83.3,41.5,2017
3048,54.7,,42.2,2021
3048,50,50,40.3,2022
3048,46.8,85.7,34,2019
3048,47,68.7,65.8,2016
3045,34.8,71.9,51.3,2018
3045,37.8,,,2021
3045,32.6,54,30.8,2022
3045,53,75.2,46.4,2017
3045,73.6,84.9,47.4,2016
3045,61.2,,43.7,2019
3040,50.4,81.8,54.5,2018
3040,70.8,79.2,43.8,2017
3040,49.2,,51.6,2021
3040,,54.3,15.3,2022
3040,,73.1,59.2,2019
3040,53.2,77.7,50.9,2016
3034,27.7,77.8,55.6,2018
3034,40.9,,55.4,2021
3034,30.8,,0,2022
3034,57.3,79.4,45.2,2017
3034,51.4,75,51.5,2016
3034,62.2,59,50.3,2019
3009,,,22.7,2016
3009,,20.4,16.7,2019
3009,27.1,38.5,27.6,2018
3009,27.8,45.9,36,2017
3009,43.1,,13.6,2021
3008,42.9,42.7,23.5,2018
3008,33.3,30.6,22.8,2017
3008,35.1,,44.5,2021
3008,24.8,47.3,25.8,2016
3008,13.5,,20.8,2019
3007,39.9,55.3,36.8,2018
3007,46,45.8,,2021
3007,35.6,55.7,35.4,2017
3007,28.7,42.7,36.1,2016
3007,14.3,39.5,30.7,2019
2958,61.2,77.2,60.3,2018
2958,53.5,76.8,57.7,2017
2958,45.9,,34.1,2021
2958,25,58.5,14.3,2022
2958,38.4,70.1,52.4,2016
2958,45.8,48.4,60.2,2019
2924,48.3,68.2,33.1,2018
2924,37.8,70,25.6,2017
2924,40.3,,41,2021
2924,37.5,62.2,10.9,2022
2924,35.9,51.7,38.9,2016
2924,28.4,8.3,37.1,2019
2891,50.3,62,47.5,2016
2891,,50.4,26,2018
2891,26.4,53.4,32.3,2017
2891,46.7,75,56.3,2021
2891,21.6,66.8,,2022
2891,33.6,59.1,28.2,2019
2869,32.6,64.4,44.4,2018
2869,47.1,69.6,37.4,2017
2869,45.7,,38.4,2021
2869,38.9,28.9,,2022
2869,47.3,58.2,37.2,2019
2869,53.1,68.7,33.7,2016
2860,43,65.7,45.3,2016
2860,60.1,58.6,40,2018
2860,45.8,65,37.5,2017
2848,46.3,69.5,39.9,2017
2848,34.1,,34.1,2021
2848,34.3,55,19.8,2022
2848,35.4,68.2,34.3,2016
2848,34.1,58,26.9,2019
2848,54.9,63.9,33.3,2018
2839,41,71.4,32.7,2018
2839,41.2,65.4,38.9,2017
2839,28.5,12,40,2021
2839,7,43.9,32.4,2022
2839,47.3,50,39.9,2019
2839,49.3,82.1,35.7,2016
2833,32.8,60.8,50.8,2018
2833,61.2,,49.2,2021
2833,36.7,36.7,34.9,2022
2833,48.6,62.2,50,2017
2833,32.4,70.6,48.5,2016
2833,23.5,61,43.9,2019
2829,53.8,64.7,39.4,2018
2829,43.7,,,2021
2829,41.1,47.1,32.3,2022
2829,50.8,67.5,35,2017
2829,62.9,61.1,37.6,2016
2829,52.8,45.9,37.3,2019
2821,48,70.3,36.8,2018
2821,48.7,66.5,40,2017
2821,35.4,64.3,29.4,2021
2821,8.3,18.2,,2022
2821,50.4,56.8,45.4,2016
2821,32.4,72.1,46.9,2019
2818,44.5,64.6,46.1,2018
2818,33.1,62.2,30.4,2017
2818,46.2,13.3,31.5,2021
2818,27.3,33.3,,2022
2818,11.1,34.1,35.5,2016
2818,27.9,23.1,35.2,2019
2809,15.9,66.8,40.3,2018
2809,46.9,68.5,46.9,2017
2809,37.3,,33.3,2021
2809,30.6,34.4,5.7,2022
2809,45.8,33.7,34.9,2019
2809,57.3,70.5,48.6,2016
2798,29.5,41.9,41,2016
2798,23.6,42,32.9,2019
2798,49.9,60.2,32,2018
2798,35.1,27.3,59.5,2021
2798,44.4,64.4,31.6,2022
2798,37.2,53.1,33.1,2017
2795,27.5,35.3,18,2018
2795,46.4,79.7,23.6,2016
2795,28,46.1,22.2,2017
2795,25.9,54.5,,2021
2795,19.4,28.4,9.9,2022
2795,16.7,72.8,18.6,2019
2794,29.9,39.7,18.4,2017
2794,23.9,,,2021
2794,19.2,52.5,6,2022
2794,33.4,46.6,18.6,2016
2794,28.3,27,22.2,2019
2794,37.1,38.4,21.1,2018
2766,39.5,62.7,33.6,2017
2766,39.5,,40,2021
2766,20.9,58.3,24.5,2022
2766,51.4,65.5,38.6,2016
2766,44.5,44.5,42.6,2019
2766,27.6,73.3,39.8,2018
2760,34.8,51.4,34.9,2018
2760,58.2,66.9,35.6,2017
2760,36.4,,32.1,2021
2760,38.7,65.4,6.1,2022
2760,37.5,60.6,43.4,2016
2760,24,,29.7,2019
2754,29.6,,,2018
2740,53.4,,21.1,2021
2740,31.1,71.1,29,2022
2740,50,62.6,43.9,2018
2740,48.6,66.5,44.1,2017
2740,54.8,78,49.7,2016
2740,49.7,58.8,38.8,2019
2725,51.2,79.1,45.2,2016
2725,39.5,70.8,35.3,2019
2725,55.6,59.1,38.5,2018
2725,60.2,64.9,25.4,2017
2725,40.9,,35,2021
2725,37.3,52.1,,2022
2721,42.2,76.7,45.5,2018
2721,40.2,69.9,38.3,2017
2721,51.7,,28.2,2021
2721,31.4,67,7.4,2022
2721,68,82,52.3,2016
2721,45.8,75.9,48.7,2019
2712,40,75,37.5,2018
2712,48.8,69.8,32.6,2017
2712,50,15.4,34.6,2021
2712,27.3,60.4,21.1,2022
2712,50.6,64.4,52.1,2019
2712,58,79.7,38,2016
2708,52.3,3.2,48.2,2021
2708,41.7,38.8,36,2022
2708,55.7,86.1,62,2018
2708,65.1,89.2,54.2,2017
2708,54.7,66.1,37.7,2016
2708,37.5,73.3,43,2019
2704,49.3,69.7,57.7,2018
2704,41.7,56.1,40.8,2017
2704,33,63.5,,2021
2704,25.9,82.4,,2022
2704,70.5,72.7,53.5,2016
2704,62.2,62.9,40,2019
2689,54.9,77.2,58.7,2018
2689,65,80.2,49.5,2017
2689,56.5,,23.2,2021
2689,55.8,60.3,33.3,2022
2689,43.8,48.5,50,2019
2689,72,78.5,53.4,2016
2686,57.5,74.1,44.4,2018
2686,26.8,,19.2,2021
2686,9.8,61.3,65.9,2022
2686,76.1,76.6,54.5,2017
2686,20,78.9,44.9,2019
2686,27.1,39.1,57,2016
2680,59,74.3,63.7,2016
2680,39.8,61.8,69.7,2019
2680,62,74.6,46.5,2018
2680,64,80.9,52.8,2017
2680,42.9,,50,2021
2680,52.7,58.7,41.4,2022
2675,45.2,67.3,42.3,2016
2675,40.6,54.4,51.2,2019
2675,61,71.6,45.7,2018
2675,61.1,75.9,39.8,2017
2675,38.9,,,2021
2675,50,55.2,28.4,2022
2663,45.1,65.8,34.7,2018
2663,46.4,72.3,26.2,2017
2663,47.8,,,2021
2663,33,56.3,28,2022
2663,63.8,72,30.5,2016
2663,55.2,64.9,34.2,2019
2658,57,54.9,38.3,2018
2658,54,67,30.2,2017
2658,36.1,,,2021
2658,45.3,57.1,,2022
2658,59.2,67.5,35.8,2016
2658,64.9,64.3,39.6,2019
2649,50.5,62.2,35.1,2018
2649,43.7,53.2,30.7,2017
2649,46.2,65.7,26,2021
2649,26.7,,36.4,2022
2649,54.7,82.2,36.4,2016
2649,37.8,63.9,42.3,2019
2633,47.8,73.7,40.3,2018
2633,58.1,79.9,44.4,2017
2633,26.5,47.1,,2021
2633,14.8,32.5,12.1,2022
2633,48.8,74.2,47.5,2016
2633,46.4,66.4,43.6,2019
2623,51,66.2,42.7,2018
2623,47.6,74.2,38.2,2017
2623,27.1,,38.7,2021
2623,24.8,,27.1,2022
2623,54.4,66.1,40.7,2016
2623,56.9,4.3,37.9,2019
2618,2.6,18.9,40.5,2016
2618,4.2,44.6,37.8,2019
2618,45.1,65.1,39.2,2018
2618,58,71.4,33,2017
2618,46.5,15,38,2021
2618,29.6,,32.9,2022
2607,32,73.1,41.9,2018
2607,39.5,65.8,38.1,2017
2607,35,50,45.6,2019
2607,34.4,8.2,38.9,2021
2607,12,58.1,,2022
2607,7.7,38.5,38.7,2016
2596,32.3,43,27.3,2018
2596,32.2,51.6,25.1,2017
2596,34.5,,14.3,2021
2596,15.3,66.4,35.2,2022
2596,,,28.2,2019
2596,43.9,70.5,30.1,2016
2578,34.5,70.9,34.5,2018
2578,26.8,59.9,32.4,2017
2578,30.1,69.9,37.2,2019
2578,32.9,60.5,41.5,2021
2578,8.9,63.8,,2022
2578,66.7,70.6,36.2,2016
2562,52.5,64.9,38.2,2016
2562,30.4,49.5,35.1,2019
2562,28.9,66.3,26.7,2021
2562,10.7,31.4,,2022
2562,33.2,58.5,38,2018
2562,50.3,67.8,43.6,2017
2554,48.1,55,35.9,2018
2554,48.2,62,42.2,2017
2554,33.2,62,35.9,2019
2554,34.2,,64.1,2021
2554,31.7,58.5,31.4,2022
2554,56.1,75,35.5,2016
2539,41.4,61.9,34.4,2018
2539,56.5,66.7,43.4,2017
2539,35.4,67.5,36.3,2019
2539,29.1,,43.8,2021
2539,6.6,58.2,38.2,2022
2539,44.6,72.5,45.6,2016
2532,38.2,69.3,45.5,2018
2532,47.5,68.1,39.9,2017
2532,45.9,51.7,43.7,2019
2532,34.8,,31.3,2021
2532,9.4,43.9,37.7,2022
2532,35.2,60,46.3,2016
2515,30.9,55.6,34.2,2018
2515,29.9,46.4,16.7,2017
2515,31.8,61.9,32.9,2019
2515,37.8,,45.9,2021
2515,6.3,54,38.1,2022
2515,56.6,74.9,33.3,2016
2496,43.1,49.5,35.2,2018
2496,48.9,41.2,31.6,2017
2496,40,62.5,31.2,2019
2496,29.5,,27.1,2021
2496,10,66.4,32.9,2022
2496,38.6,61.4,40.7,2016
2489,45.9,71.1,48,2018
2489,40.1,53.6,29.6,2017
2489,33.7,48.5,32.8,2019
2489,43,42.9,28.9,2021
2489,7.9,60.8,20.8,2022
2489,34.5,54.3,31.8,2016
2449,41.3,64.1,34.4,2018
2449,64.1,58,37,2017
2449,57.4,63.4,41.7,2019
2449,46.2,,14,2021
2449,29.3,33,10.1,2022
2449,51.5,76.4,42.9,2016
2446,51.5,72.7,46.6,2018
2446,55.8,83.5,47.4,2017
2446,53.4,62.5,46.7,2019
2446,39,,0,2021
2446,23.9,59.1,19.7,2022
2446,41.2,70.6,53.1,2016
2420,47.8,61.8,31.4,2018
2420,43,71.6,39.4,2017
2420,36,77,37.5,2019
2420,27.5,,,2021
2420,63.2,,32,2022
2420,46.9,78.8,42,2016
2394,56,80.7,40,2016
2394,59,62.8,50,2018
2394,59.5,72.9,56.5,2017
2394,51.7,61.4,44.2,2019
2394,35.7,,5,2021
2394,50,53.4,37,2022
2362,67,83.9,43.3,2016
2362,67.8,71.2,49.2,2018
2362,55.9,72.9,47.5,2017
2362,44.8,72.6,38.8,2019
2362,37.9,6.7,13.3,2021
2362,5.6,60.2,,2022
2358,63.1,75,54.8,2018
2358,49.3,78.9,39.5,2017
2358,59.5,54.5,53.4,2019
2358,36.8,,41.9,2021
2358,13.3,,30.9,2022
2358,46.3,59.7,46,2016
2353,48.5,53.3,51.5,2019
2353,37.1,,,2021
2353,55.6,69.4,61.1,2018
2353,66.7,77.5,52.5,2017
2353,65.2,75.4,39.5,2016
2350,39.3,42.9,44.6,2018
2350,30.8,51.3,34.6,2017
2350,38.9,63.2,40,2019
2350,39,,,2021
2350,24.5,48.9,,2022
2350,56.6,75.5,29.9,2016
2345,45.6,73.4,49.1,2019
2345,24.4,,15.4,2021
2345,15.8,7.7,32.4,2022
2345,40.6,62.9,47.6,2018
2345,32.3,61.2,51.5,2017
2345,74.3,79.6,47.2,2016
2339,50,,47.9,2019
2339,31.3,,,2021
2339,46.7,55.4,53.3,2022
2339,68,80.6,50,2018
2339,75.5,86.7,54.3,2017
2339,,,42.7,2016
2331,67.4,65.1,55.2,2016
2331,54.2,78,50.8,2018
2331,66.7,76.4,63.9,2017
2331,37.3,48.5,62.7,2019
2331,30.3,,38.2,2021
2331,27.3,45.1,34.3,2022
2325,48.6,63.1,40.5,2018
2325,51,74.6,38.2,2017
2325,31.4,79.7,33.3,2019
2325,31.3,8.3,35.7,2021
2325,11.3,,20,2022
2325,65.5,74.1,47.6,2016
2320,64.6,69.6,44.3,2018
2320,55.6,69,55.4,2017
2320,71.6,74.7,63.2,2016
2320,61.8,72.1,54.4,2019
2320,43.1,,0,2021
2320,62.5,36.1,46.7,2022
2313,50,53.1,41.3,2018
2313,41.3,42.2,32.5,2017
2313,43.3,36.4,47,2019
2313,45.8,,14,2021
2313,37,,32.8,2022
2313,50,50,41.4,2016
2308,64,68,60,2018
2308,44,58,32,2017
2308,42.1,,43.9,2019
2308,22.2,,49,2021
2308,40,59.5,22.9,2022
2308,,,54.8,2016
2305,53.7,66.7,38.3,2016
2305,45.5,65.4,48.1,2018
2305,56.3,63.7,37,2017
2305,40.9,60.5,34.5,2019
2305,46.6,63.6,,2021
2305,59.3,,22.5,2022
2284,39.5,62.8,51.2,2018
2284,40.4,60,46.7,2017
2284,31,60,37.9,2019
2284,28.9,,44.8,2021
2284,,57.4,,2022
2284,51,75,50,2016
2280,42.2,,51.1,2019
2280,41.9,72.7,43.6,2021
2280,17.6,40,34.4,2022
2280,29.8,52.3,26.1,2018
2280,28.3,41.2,29.4,2017
2280,,,41.2,2016
2253,64.4,84.4,60,2018
2253,64.6,77.6,61.2,2017
2253,45.6,,49.1,2019
2253,48.8,31.8,63.6,2021
2253,30.6,45.8,,2022
2253,,,58.1,2016
2246,71.9,84.4,44,2016
2246,75,87.9,60.6,2018
2246,35.7,67.9,28.6,2017
2246,33.3,76.1,44.4,2019
2246,56.3,6.4,49,2021
2246,50,60.9,35.4,2022
2243,51.7,67.2,49.7,2018
2243,58,72.2,43.8,2017
2243,50,63.6,44.3,2019
2243,40.5,,20.4,2021
2243,29.3,45.2,,2022
2243,51.9,68.1,48.3,2016
2206,47.1,66.7,37.8,2018
2206,58,67.1,43.5,2017
2206,54.1,,40.7,2019
2206,45.2,59.6,37.1,2021
2206,54.5,35.3,26.5,2022
2206,,,44.2,2016
2201,50,57.8,38.9,2019
2201,44.4,,41.4,2021
2201,,,32.8,2022
2201,48.6,77.1,42.9,2018
2201,52.6,73.7,36.8,2017
2201,62.5,84.8,60.6,2016
2191,42.3,70.8,39.4,2019
2191,26.1,,33.3,2021
2191,10.6,69,36.5,2022
2191,40.5,63.6,36.4,2018
2191,44.1,59.6,37.8,2017
2191,49.2,67.3,42.2,2016
2184,49.7,66.7,31.4,2018
2184,43.4,72.5,40.9,2017
2184,53.3,74.3,40,2016
2184,40.1,46.8,28,2019
2184,44.3,,55.3,2021
2184,22.2,56.4,11.4,2022
2126,46.4,58.3,38.8,2018
2126,44.4,59.4,35.5,2017
2126,51.4,70.7,38.7,2016
2126,35.6,,40.4,2019
2126,23.1,,,2021
2126,,31.5,20,2022
2075,52.8,60.7,40,2018
2075,55,56.3,34.2,2017
2075,58.5,70.8,47.7,2016
2075,46.4,14.9,44.9,2019
2075,40.4,,32.4,2021
2075,22.6,56.2,6,2022
2043,38.5,72.9,49.6,2018
2043,38.9,72.3,45.8,2017
2043,49.6,78.4,49.6,2016
2043,30.5,49.3,52.8,2019
2043,38,,53.2,2021
2043,20.5,77.6,37.1,2022
2040,38.3,49.7,34.6,2018
2040,37.7,56.6,33.9,2017
2040,54.7,69.4,47.3,2016
