school_number,number_of_students,number_of_low_income_students,year
1159,"1,030",39,2018
7678,577,457,2018
8259,738,665,2018
8288,600,517,2018
7588,"1,228","1,096",2018
8365,517,481,2018
8208,582,561,2018
8207,"1,414","1,194",2018
8153,840,765,2018
8152,557,480,2018
7961,898,807,2018
7909,777,686,2018
8151,804,710,2018
7910,"1,333","1,184",2018
8427,220,201,2018
7582,"1,013",686,2018
4248,519,186,2018
4244,206,87,2018
4249,454,158,2018
6976,404,160,2018
7673,763,516,2018
8400,691,469,2018
6105,"1,015",637,2018
8399,759,619,2018
6672,248,165,2018
1709,233,90,2018
7837,690,260,2018
8008,354,123,2018
5098,"1,181",343,2018
1715,982,323,2018
5021,248,111,2018
1711,288,101,2018
4851,320,110,2018
8257,772,663,2018
3157,563,271,2018
7792,176,79,2018
3158,312,136,2018
6744,461,256,2018
6716,756,79,2018
6845,393,19,2018
3303,409,37,2018
3305,"1,552",174,2018
8139,773,103,2018
5252,463,28,2018
7573,418,20,2018
6208,331,178,2018
3994,282,134,2018
7613,198,108,2018
2423,"1,057",557,2018
8304,747,388,2018
3962,819,248,2018
7799,354,172,2018
3961,573,263,2018
8232,376,193,2018
5175,754,197,2018
8005,243,174,2018
1788,445,201,2018
1790,631,298,2018
1785,597,312,2018
7756,479,313,2018
6566,272,146,2018
0,39,12,2018
8307,353,201,2018
6261,252,137,2018
8182,395,175,2018
8183,221,95,2018
7789,552,418,2018
8184,546,392,2018
8187,"1,186",586,2018
8186,789,423,2018
8185,774,443,2018
3196,183,100,2018
7863,430,174,2018
6809,437,158,2018
4091,719,227,2018
6360,481,200,2018
2053,543,161,2018
2054,598,314,2018
4724,375,175,2018
5329,613,297,2018
4954,558,258,2018
8071,"2,121",854,2018
2059,533,334,2018
7384,499,157,2018
2062,610,321,2018
1793,342,149,2018
6682,194,93,2018
1794,247,82,2018
7064,327,135,2018
1623,306,112,2018
5353,537,338,2018
6863,501,271,2018
3541,624,282,2018
7034,132,65,2018
3537,246,137,2018
4836,118,46,2018
6699,497,269,2018
6583,513,212,2018
7108,797,382,2018
8404,240,83,2018
2686,400,160,2018
6635,472,301,2018
4444,378,277,2018
7399,169,121,2018
6181,226,137,2018
6605,630,329,2018
1164,602,270,2018
6674,957,403,2018
7800,532,341,2018
3039,537,258,2018
3040,380,195,2018
0,309,53,2018
8177,855,252,2018
8418,"1,113",321,2018
5017,916,241,2018
5343,640,236,2018
3044,247,77,2018
3042,452,149,2018
3045,598,197,2018
5354,280,122,2018
6421,403,182,2018
4044,618,259,2018
240,537,88,2018
7441,335,81,2018
8347,200,65,2018
7952,206,19,2018
8253,608,146,2018
8254,575,120,2018
4951,"1,193",257,2018
8370,174,85,2018
8112,206,144,2018
8381,444,297,2018
8380,198,136,2018
6929,442,248,2018
1550,412,215,2018
7498,799,535,2018
6936,405,244,2018
8135,252,154,2018
4454,190,90,2018
4458,609,225,2018
7791,326,144,2018
4455,366,110,2018
4457,356,182,2018
4453,158,82,2018
2295,109,64,2018
2297,237,144,2018
7944,396,190,2018
7733,258,147,2018
2291,322,209,2018
7339,491,217,2018
4049,428,156,2018
249,251,37,2018
251,267,41,2018
248,382,61,2018
250,320,22,2018
7535,691,64,2018
246,432,59,2018
247,306,15,2018
7534,669,96,2018
254,"1,766",256,2018
245,429,72,2018
8006,956,652,2018
4919,"1,098",595,2018
6610,911,573,2018
827,979,659,2018
7546,273,193,2018
3048,475,174,2018
3047,556,217,2018
8054,339,59,2018
8055,363,59,2018
3495,"1,555",329,2018
8053,"1,149",253,2018
3494,759,162,2018
8056,593,186,2018
5154,570,74,2018
7128,647,209,2018
1069,465,172,2018
7380,"1,332",387,2018
1071,480,166,2018
6455,"2,556",734,2018
1077,894,310,2018
1076,732,266,2018
1072,425,129,2018
8374,741,210,2018
2689,578,123,2018
2688,616,143,2018
6720,634,480,2018
695,417,270,2018
694,302,232,2018
2701,80,67,2018
8319,801,627,2018
8284,498,337,2018
2704,746,419,2018
7164,980,761,2018
7762,186,58,2018
7649,"1,481",829,2018
1084,509,38,2018
1082,218,19,2018
7561,334,34,2018
7830,313,27,2018
8321,307,194,2018
4466,151,3,2018
8322,623,344,2018
8323,792,413,2018
5260,462,263,2018
7930,335,120,2018
7931,246,115,2018
7566,46,5,2018
3263,443,355,2018
3265,921,572,2018
3321,737,528,2018
5080,406,389,2018
3318,379,304,2018
3408,627,524,2018
6729,"1,772","1,227",2018
5253,495,315,2018
8313,258,202,2018
6998,116,92,2018
3320,767,563,2018
7364,570,488,2018
263,495,14,2018
5108,715,63,2018
265,368,6,2018
6603,383,32,2018
266,455,11,2018
270,513,18,2018
7346,897,25,2018
7379,810,26,2018
268,744,69,2018
8305,"2,724",152,2018
269,389,59,2018
7151,45,0,2018
5139,340,147,2018
1489,291,123,2018
4946,332,190,2018
6145,519,228,2018
6144,404,227,2018
7360,404,185,2018
8142,633,155,2018
8052,699,132,2018
6106,642,165,2018
7101,"1,295",294,2018
291,665,105,2018
290,547,220,2018
4958,"1,018",424,2018
7406,524,86,2018
6907,388,70,2018
4831,561,179,2018
7314,566,105,2018
5344,503,292,2018
3379,514,178,2018
3309,567,315,2018
3275,510,175,2018
4830,647,101,2018
5345,"3,100",991,2018
3325,418,114,2018
3280,485,282,2018
3322,884,183,2018
3324,"1,303",520,2018
3323,866,286,2018
7407,573,151,2018
3278,252,99,2018
8097,279,63,2018
8098,592,243,2018
2446,968,319,2018
8099,456,171,2018
5233,713,292,2018
7950,"1,032",538,2018
3883,939,445,2018
4837,412,219,2018
7259,341,180,2018
3988,331,183,2018
7430,852,373,2018
5062,516,237,2018
3499,499,159,2018
3500,460,140,2018
3505,"1,875",574,2018
5258,"1,342",458,2018
5209,367,228,2018
964,364,210,2018
0,147,105,2018
4572,366,161,2018
7375,167,64,2018
4578,634,250,2018
4577,"1,161",367,2018
5272,310,98,2018
7962,481,172,2018
7644,482,183,2018
4576,280,127,2018
7167,404,170,2018
8436,279,133,2018
8435,206,86,2018
6859,335,177,2018
6201,339,133,2018
6860,315,142,2018
2758,176,56,2018
2755,218,70,2018
2757,490,198,2018
2756,193,68,2018
8310,528,192,2018
2760,674,237,2018
6829,247,113,2018
2818,484,181,2018
2813,352,152,2018
6727,469,200,2018
6931,294,181,2018
3875,221,148,2018
6908,417,207,2018
6371,314,197,2018
4058,407,233,2018
4060,534,336,2018
4057,393,239,2018
6373,532,281,2018
6816,424,220,2018
4579,436,61,2018
4581,318,105,2018
6345,"1,001",203,2018
6346,798,191,2018
7572,452,81,2018
4580,214,76,2018
30,269,145,2018
6977,349,188,2018
53,455,241,2018
6353,189,115,2018
2958,474,250,2018
2955,289,107,2018
2956,222,104,2018
0,216,144,2018
5144,400,237,2018
6146,337,203,2018
6745,436,253,2018
2070,201,134,2018
6449,432,105,2018
2821,756,121,2018
7353,518,81,2018
2819,400,44,2018
7856,778,520,2018
8101,553,142,2018
7758,860,233,2018
4482,805,217,2018
4717,"1,648",381,2018
7757,460,224,2018
5270,493,137,2018
7716,464,53,2018
1414,"1,119",418,2018
1413,321,130,2018
8004,354,152,2018
7656,464,142,2018
4115,432,267,2018
7215,589,315,2018
4931,576,264,2018
8235,169,86,2018
4116,103,51,2018
2448,528,249,2018
2449,423,152,2018
7378,686,240,2018
6319,381,115,2018
6318,536,137,2018
8205,"1,823","1,029",2018
3876,208,138,2018
3877,121,68,2018
7753,88,50,2018
3106,309,193,2018
3107,310,161,2018
7304,543,108,2018
7198,601,151,2018
7197,585,75,2018
6487,637,151,2018
1406,"1,648",291,2018
5010,899,167,2018
7994,566,50,2018
8063,492,238,2018
8064,562,258,2018
6624,221,89,2018
6623,517,266,2018
1420,"1,279",447,2018
1418,617,260,2018
7063,228,75,2018
1094,589,118,2018
7312,329,78,2018
1091,208,56,2018
6456,178,52,2018
4734,482,130,2018
7140,286,89,2018
7993,157,75,2018
7172,456,198,2018
1319,343,95,2018
2761,351,84,2018
8157,626,118,2018
8162,246,92,2018
2765,889,230,2018
2766,"1,141",248,2018
2764,365,110,2018
7985,742,573,2018
1322,488,167,2018
8349,430,245,2018
8348,698,338,2018
2824,591,146,2018
4672,597,183,2018
8141,669,118,2018
2823,368,109,2018
6801,377,77,2018
2827,465,162,2018
7604,974,309,2018
2829,"3,216",843,2018
2826,547,125,2018
2825,431,162,2018
7603,"1,272",297,2018
5274,801,389,2018
6439,518,160,2018
3511,418,174,2018
5351,632,263,2018
1213,558,223,2018
7139,237,121,2018
6990,522,222,2018
6202,117,59,2018
1255,216,110,2018
8160,401,257,2018
5019,995,688,2018
8327,"1,179",759,2018
309,"1,186",732,2018
7141,618,264,2018
2516,308,130,2018
2629,345,144,2018
2626,592,326,2018
2627,305,95,2018
7410,486,218,2018
2628,339,157,2018
5238,381,144,2018
2633,"1,636",663,2018
2634,371,157,2018
1911,483,107,2018
1910,353,105,2018
5143,817,209,2018
1912,281,99,2018
5223,393,31,2018
1915,"1,048",271,2018
6185,450,95,2018
6186,262,49,2018
4490,384,75,2018
4492,572,106,2018
6648,"1,287",212,2018
6187,317,36,2018
7111,196,76,2018
6189,348,88,2018
1630,463,264,2018
1629,412,174,2018
6137,488,237,2018
6942,479,215,2018
7278,461,181,2018
6136,460,175,2018
1053,485,93,2018
1054,408,57,2018
1055,430,103,2018
1097,451,187,2018
4681,630,132,2018
1100,"2,332",525,2018
7957,640,103,2018
1099,483,146,2018
1098,380,110,2018
1052,430,91,2018
7260,367,104,2018
7028,365,193,2018
2345,433,216,2018
1347,238,101,2018
1346,116,68,2018
6847,430,171,2018
6231,653,235,2018
7519,583,56,2018
7308,692,178,2018
4853,573,56,2018
1111,569,121,2018
7465,270,99,2018
1109,403,83,2018
1107,437,154,2018
1106,417,159,2018
1101,410,173,2018
4682,"3,043",731,2018
1116,775,216,2018
1102,480,47,2018
8441,13,10,2018
1112,379,164,2018
1113,946,227,2018
7650,"10,100","3,590",2018
7821,843,377,2018
7819,"2,927","1,315",2018
7687,"2,118","1,220",2018
7685,537,402,2018
8037,483,287,2018
2649,495,231,2018
6300,207,113,2018
2648,305,168,2018
7459,567,78,2018
3328,"1,841",267,2018
3326,707,93,2018
7794,586,123,2018
7766,500,136,2018
7554,703,61,2018
3327,544,92,2018
7770,574,467,2018
7594,690,38,2018
7393,905,69,2018
5083,"1,455",111,2018
4256,588,38,2018
4255,431,25,2018
7587,"1,145",380,2018
7904,"1,061",596,2018
7256,444,201,2018
5292,466,417,2018
3758,"1,001",763,2018
6823,432,318,2018
7024,322,209,2018
3804,497,416,2018
3805,272,150,2018
8039,621,228,2018
3618,485,302,2018
6824,"1,498",783,2018
8029,680,589,2018
3732,662,561,2018
3847,532,398,2018
5183,666,583,2018
3662,469,414,2018
3663,443,388,2018
7070,534,314,2018
3620,356,279,2018
3745,796,491,2018
3684,454,375,2018
6529,605,454,2018
3601,477,407,2018
8332,334,252,2018
7230,917,687,2018
7023,932,410,2018
3602,497,400,2018
7404,458,398,2018
3848,"2,397",955,2018
3622,555,450,2018
6767,397,343,2018
3782,484,410,2018
3760,518,227,2018
7905,385,231,2018
6525,367,279,2018
5122,487,238,2018
7239,420,361,2018
5123,519,455,2018
6996,746,304,2018
3762,329,215,2018
3706,492,371,2018
7175,910,788,2018
4727,991,472,2018
3786,500,442,2018
3763,891,671,2018
3841,713,580,2018
3726,277,137,2018
5040,581,500,2018
3687,265,224,2018
3849,"1,046",795,2018
3688,774,708,2018
3738,316,236,2018
3709,395,325,2018
7235,"1,151",744,2018
7226,570,438,2018
3816,946,628,2018
3751,712,584,2018
7368,618,501,2018
3739,772,579,2018
6913,258,193,2018
3781,881,487,2018
3764,"1,182",886,2018
3765,507,261,2018
3803,"1,324",734,2018
3850,903,621,2018
3851,420,328,2018
7231,918,708,2018
6822,916,587,2018
3708,666,443,2018
3818,655,423,2018
7664,623,217,2018
3625,251,224,2018
3776,437,369,2018
3843,843,506,2018
4726,810,241,2018
5186,665,107,2018
5120,394,279,2018
5185,498,426,2018
7242,768,618,2018
6528,477,388,2018
5125,502,447,2018
3712,511,218,2018
5187,532,459,2018
7229,702,374,2018
3766,692,533,2018
3742,910,719,2018
3713,344,212,2018
3743,261,221,2018
3693,576,499,2018
3642,621,386,2018
7227,276,181,2018
5041,768,378,2018
3714,513,220,2018
7963,"1,137",910,2018
3645,294,244,2018
3626,385,332,2018
5294,620,512,2018
8389,444,402,2018
7852,514,385,2018
8388,543,415,2018
7855,454,370,2018
7228,459,386,2018
6675,540,390,2018
3647,583,464,2018
3670,533,375,2018
7811,354,186,2018
3744,817,669,2018
6530,559,422,2018
3664,437,328,2018
3845,"1,807","1,217",2018
3717,406,286,2018
4732,443,382,2018
4961,922,582,2018
3718,338,284,2018
6533,418,352,2018
7232,768,598,2018
3694,282,235,2018
3797,391,334,2018
7521,777,645,2018
3842,764,608,2018
3808,"1,214",250,2018
3769,"1,906","1,293",2018
3648,711,313,2018
3719,356,242,2018
6534,688,594,2018
3629,379,322,2018
5293,454,400,2018
3611,377,335,2018
3630,405,364,2018
6768,654,441,2018
3649,573,91,2018
7022,270,202,2018
3720,322,247,2018
3798,532,464,2018
3697,310,243,2018
3770,"1,176",820,2018
4868,257,211,2018
3749,699,566,2018
6535,565,500,2018
7815,401,271,2018
7522,638,545,2018
3650,485,303,2018
3855,"3,462","2,071",2018
3750,855,658,2018
6960,294,173,2018
7472,237,184,2018
3857,483,353,2018
7782,497,298,2018
6548,273,155,2018
7808,319,216,2018
3613,554,463,2018
7780,307,224,2018
3675,437,385,2018
7706,576,162,2018
8293,522,413,2018
3722,447,384,2018
3616,485,357,2018
8385,72,50,2018
8386,115,76,2018
7850,285,199,2018
3801,648,405,2018
5121,520,449,2018
3783,244,146,2018
6765,578,471,2018
7813,416,293,2018
3771,675,479,2018
3614,508,454,2018
8292,495,419,2018
3701,533,424,2018
8296,501,439,2018
3724,438,359,2018
3844,732,528,2018
3668,311,225,2018
6539,413,318,2018
3861,497,275,2018
7245,411,318,2018
7903,550,402,2018
7906,500,168,2018
8387,270,133,2018
3653,540,413,2018
3725,501,242,2018
3702,168,146,2018
3800,644,567,2018
3773,"1,199",917,2018
3859,653,466,2018
3654,894,695,2018
3655,256,212,2018
7234,"1,397","1,046",2018
3635,326,245,2018
4963,518,441,2018
3727,533,461,2018
7255,169,115,2018
3753,745,633,2018
7072,648,357,2018
3657,498,397,2018
3755,522,458,2018
8331,235,178,2018
8298,537,22,2018
8330,541,252,2018
8329,253,189,2018
8328,255,194,2018
8297,359,293,2018
8294,388,290,2018
8440,210,176,2018
3835,487,371,2018
7225,288,246,2018
6527,"1,360",739,2018
7663,574,416,2018
3615,350,291,2018
5124,784,677,2018
3703,365,318,2018
3860,445,353,2018
3728,152,109,2018
6544,704,635,2018
7253,"1,335",911,2018
5188,385,348,2018
7233,569,442,2018
7737,596,406,2018
7828,179,120,2018
7647,"2,434","1,568",2018
6239,248,130,2018
1555,364,211,2018
1560,516,248,2018
8301,538,266,2018
1430,312,170,2018
8395,443,120,2018
1426,"1,154",317,2018
1425,920,261,2018
8396,658,187,2018
4841,509,113,2018
3910,506,224,2018
5262,534,264,2018
3909,553,265,2018
7999,"1,070",83,2018
7998,351,31,2018
315,"1,543",143,2018
314,690,42,2018
7997,445,26,2018
7996,487,17,2018
8203,708,605,2018
409,"1,494",640,2018
7616,183,163,2018
7615,614,453,2018
7878,386,358,2018
7886,161,146,2018
7889,255,222,2018
7501,290,197,2018
6019,380,252,2018
6915,"1,212",884,2018
7868,504,292,2018
8106,865,254,2018
326,563,381,2018
412,717,535,2018
7913,185,74,2018
7692,322,224,2018
6022,921,254,2018
330,481,378,2018
6811,191,122,2018
6024,486,267,2018
8204,775,618,2018
6026,383,298,2018
400,238,222,2018
6028,408,222,2018
7880,448,414,2018
8255,568,530,2018
6042,388,283,2018
7870,251,215,2018
6044,277,206,2018
7871,224,191,2018
7881,316,205,2018
8108,278,236,2018
8110,362,321,2018
363,251,203,2018
351,245,77,2018
365,642,536,2018
8105,924,563,2018
6047,81,57,2018
8300,142,52,2018
416,443,372,2018
395,275,178,2018
6664,68,40,2018
7742,286,239,2018
379,208,154,2018
8107,575,271,2018
7693,344,249,2018
7888,459,387,2018
7916,1,1,2018
7362,162,141,2018
7039,303,245,2018
7884,281,214,2018
7876,174,161,2018
7694,224,154,2018
7877,243,179,2018
7885,211,162,2018
7502,191,146,2018
6385,"1,051",546,2018
7730,459,261,2018
5058,"1,009",453,2018
6622,713,417,2018
7434,"1,199",384,2018
3210,"1,569",547,2018
7660,"1,022",434,2018
7183,732,294,2018
427,509,130,2018
8354,630,159,2018
5105,559,128,2018
7193,749,139,2018
435,"1,194",289,2018
7482,762,533,2018
8236,"1,112",858,2018
3216,"1,344",637,2018
8010,616,300,2018
7738,"1,616","1,127",2018
7867,803,582,2018
7739,986,452,2018
8281,921,471,2018
3214,665,405,2018
7055,519,320,2018
3111,371,192,2018
7984,441,220,2018
1270,438,205,2018
3334,753,325,2018
6746,753,318,2018
3338,982,356,2018
3337,410,181,2018
3336,261,89,2018
3345,351,288,2018
3339,369,274,2018
3341,340,260,2018
3346,969,693,2018
3348,810,519,2018
3342,382,296,2018
3915,838,548,2018
5265,751,502,2018
3924,969,535,2018
8260,224,33,2018
7540,631,435,2018
8306,304,264,2018
8129,904,685,2018
7848,397,282,2018
7772,576,468,2018
7831,380,300,2018
7832,685,529,2018
8193,398,328,2018
8218,316,270,2018
8362,215,85,2018
6165,912,537,2018
8437,"1,103",713,2018
6893,435,278,2018
2350,377,252,2018
6108,417,61,2018
6852,389,75,2018
448,664,101,2018
447,455,69,2018
8410,434,141,2018
1122,408,157,2018
7836,588,179,2018
1128,"1,670",531,2018
5132,331,193,2018
1121,428,170,2018
4965,852,293,2018
7630,398,109,2018
6510,435,28,2018
7697,625,56,2018
6511,825,83,2018
1921,"1,219",135,2018
6512,578,87,2018
8366,"2,759","1,434",2018
5275,"1,050",722,2018
840,861,844,2018
844,398,393,2018
852,734,709,2018
8247,665,647,2018
858,942,887,2018
5206,702,684,2018
856,698,666,2018
8117,"1,474","1,444",2018
8116,"4,542","4,354",2018
845,854,819,2018
5028,731,688,2018
855,584,569,2018
857,495,489,2018
5026,634,616,2018
7484,568,562,2018
5027,575,547,2018
832,885,798,2018
5025,708,649,2018
831,675,669,2018
6837,324,146,2018
8050,684,272,2018
4593,399,104,2018
4595,478,305,2018
4589,250,102,2018
5362,492,215,2018
4597,843,354,2018
4598,"1,516",591,2018
8275,146,82,2018
1495,499,159,2018
8168,349,173,2018
8169,246,79,2018
7636,"1,045",226,2018
3164,563,257,2018
3165,504,260,2018
7684,484,251,2018
1278,763,221,2018
7941,738,216,2018
7413,367,187,2018
1989,263,84,2018
6805,156,75,2018
1925,467,170,2018
5043,228,194,2018
1926,369,147,2018
1928,386,127,2018
4705,413,136,2018
1930,260,115,2018
1934,"1,785",702,2018
7218,"1,322",606,2018
1932,349,260,2018
4268,430,176,2018
8197,603,331,2018
8103,877,419,2018
7019,877,423,2018
8189,628,262,2018
700,473,190,2018
8188,345,138,2018
5093,476,285,2018
6748,350,211,2018
2496,707,361,2018
0,189,128,2018
6928,410,129,2018
295,334,66,2018
6109,205,128,2018
7532,441,424,2018
8401,598,594,2018
7333,315,207,2018
8000,201,114,2018
8279,168,107,2018
6209,328,167,2018
6210,364,152,2018
1940,443,41,2018
7365,479,55,2018
6514,452,52,2018
1942,"1,231",189,2018
1937,414,38,2018
6625,890,113,2018
7677,702,687,2018
5355,248,101,2018
3930,507,333,2018
1978,102,48,2018
1991,157,65,2018
6697,573,263,2018
1992,507,199,2018
5169,662,213,2018
6864,392,190,2018
5365,380,143,2018
2833,543,185,2018
2832,259,44,2018
6818,160,86,2018
4002,109,54,2018
8083,657,503,2018
3485,720,220,2018
7210,657,212,2018
5352,740,178,2018
965,489,259,2018
6713,597,337,2018
7568,"1,297",465,2018
7331,416,163,2018
3935,282,124,2018
5264,493,226,2018
0,121,69,2018
6587,162,67,2018
7066,188,134,2018
7429,772,242,2018
864,606,170,2018
6888,676,241,2018
5149,300,233,2018
2474,496,335,2018
2476,253,215,2018
2481,759,475,2018
2455,345,282,2018
